,datetime,temp1,temp2,temp3,temp4,temp5,temp6,rh_1,rh_2,moist
232,11/09/2023 09:39,17.75,,,,,,81,,
233,11/09/2023 09:39,,20.312,,,,,,97.5,
234,11/09/2023 09:39,,,19.187,18.437,,,,,
235,11/09/2023 09:39,,,,,18.687,,81,97.5,
236,11/09/2023 09:39,,,,,,24.812,,,
237,11/09/2023 09:39,17.75,,,,,,,,
238,11/09/2023 09:39,,20.25,,,,,,,
239,11/09/2023 09:39,,,19.187,,,,,,
240,11/09/2023 09:39,,,,18.437,,,,,
241,11/09/2023 09:39,,,,,18.687,,81,97.5,
242,11/09/2023 09:39,,,,,,24.812,81,,
243,11/09/2023 09:39,17.75,,,,,,,97.4,
244,11/09/2023 09:39,,20.25,19.187,,,,,,
245,11/09/2023 09:39,,,,18.437,,,81,97.5,
246,11/09/2023 09:39,,,,,18.687,,81,,
247,11/09/2023 09:39,,,,,,24.812,,97.4,
248,11/09/2023 09:39,17.75,,,,,,,,
249,11/09/2023 09:39,,20.25,,,,,81,97.4,
250,11/09/2023 09:39,,,19.187,,,,80.9,,
251,11/09/2023 09:39,,,,18.437,,,,97.5,
252,11/09/2023 09:39,,,,,18.687,,,,
253,11/09/2023 09:39,,,,,,24.75,81.1,97.4,
254,11/09/2023 09:39,17.75,,,,,,81.1,,
255,11/09/2023 09:39,,20.25,,,,,,97.4,
256,11/09/2023 09:39,,,19.187,18.5,,,,,
257,11/09/2023 09:39,,,,,18.75,,81,97.5,
258,11/09/2023 09:39,,,,,,24.812,81,,
259,11/09/2023 09:39,17.75,,,,,,,97.4,
260,11/09/2023 09:39,,20.25,,,,,,,
261,11/09/2023 09:39,,,19.187,,,,81,97.6,
262,11/09/2023 09:39,,,,18.5,,,81,,
263,11/09/2023 09:39,,,,,18.687,,,97.4,
264,11/09/2023 09:39,17.75,,,,,24.812,,,
265,11/09/2023 09:39,,20.312,,,,,81.1,97.6,
266,11/09/2023 09:39,,,19.187,,,,,,
267,11/09/2023 09:39,,,,18.437,,,,,
268,11/09/2023 09:39,,,,,18.75,,,,
269,11/09/2023 09:39,,,,,,24.812,,,
270,11/09/2023 09:39,17.75,,,,,,,,
271,11/09/2023 09:39,,20.312,,,,,81,97.5,
272,11/09/2023 09:39,,,19.187,,,,,,
273,11/09/2023 09:39,,,,18.5,,,81.1,97.6,
274,11/09/2023 09:39,,,,,18.75,24.812,,,
275,11/09/2023 09:39,17.75,,,,,,81,97.4,
276,11/09/2023 09:40,,20.312,,,,,,,
277,11/09/2023 09:40,,,19.187,,,,81.1,97.5,
278,11/09/2023 09:40,,,,18.5,,,,,
279,11/09/2023 09:40,,,,,18.687,,81.1,97.5,
280,11/09/2023 09:40,,,,,,24.812,,,
281,11/09/2023 09:40,17.75,,,,,,81.2,97.5,
282,11/09/2023 09:40,,20.312,,,,,,,
283,11/09/2023 09:40,,,19.187,,,,81.1,97.6,
284,11/09/2023 09:40,,,,18.5,18.75,,,,
285,11/09/2023 09:40,,,,,,24.812,81,97.4,
286,11/09/2023 09:40,17.75,,,,,,,,
287,11/09/2023 09:40,,20.375,,,,,81,97.6,
288,11/09/2023 09:40,,,19.25,,,,,,
289,11/09/2023 09:40,,,,18.5,,,80.9,97.6,
290,11/09/2023 09:40,,,,,18.75,,,,
291,11/09/2023 09:40,,,,,,24.812,81,97.4,
292,11/09/2023 09:40,17.812,,,,,,,,
293,11/09/2023 09:40,,20.375,19.25,,,,81,97.5,
294,11/09/2023 09:40,,,,18.5,,,,,
295,11/09/2023 09:40,,,,,18.75,,81,97.5,
296,11/09/2023 09:40,,,,,,24.812,,,
297,11/09/2023 09:40,17.75,,,,,,,,
298,11/09/2023 09:40,,20.312,,,,,,,
299,11/09/2023 09:40,,,19.25,,,,,,
300,11/09/2023 09:40,,,,18.5,,,,,
301,11/09/2023 09:40,,,,,18.75,24.812,81,97.6,
302,11/09/2023 09:40,17.75,,,,,,,,
303,11/09/2023 09:40,,20.312,,,,,80.9,97.5,
304,11/09/2023 09:40,,,19.25,,,,,,
305,11/09/2023 09:40,,,,18.5,,,80.9,97.5,
306,11/09/2023 09:40,,,,,18.75,,,,
307,11/09/2023 09:40,,,,,,24.812,80.9,97.6,
308,11/09/2023 09:40,17.75,,,,,,,,
309,11/09/2023 09:40,,20.312,19.25,,,,80.9,97.5,
310,11/09/2023 09:40,,,,18.5,,,,,
311,11/09/2023 09:40,,,,,18.75,,80.8,97.5,
312,11/09/2023 09:40,,,,,,24.812,,,
313,11/09/2023 09:40,17.75,,,,,,80.9,97.5,
314,11/09/2023 09:40,,20.375,,,,,,,
315,11/09/2023 09:40,,,19.312,,,,80.9,97.6,
316,11/09/2023 09:40,,,,18.5,,,,,
317,11/09/2023 09:40,,,,,18.75,,80.9,97.5,
318,11/09/2023 09:40,,,,,,24.812,,,
319,11/09/2023 09:40,17.812,,,,,,80.9,97.5,
320,11/09/2023 09:40,,20.375,,,,,,,
321,11/09/2023 09:40,,,19.312,18.5,,,81,97.6,
322,11/09/2023 09:40,,,,,18.75,,,,
323,11/09/2023 09:40,,,,,,24.812,80.9,97.5,
324,11/09/2023 09:40,17.812,,,,,,,,
325,11/09/2023 09:40,,20.375,,,,,81,97.5,
326,11/09/2023 09:40,,,19.312,,,,,,
327,11/09/2023 09:40,,,,18.5,,,,,
328,11/09/2023 09:40,,,,,18.75,,,,
329,11/09/2023 09:40,,,,,,24.812,,,
330,11/09/2023 09:40,17.812,20.375,,,,,,,
331,11/09/2023 09:40,,,19.312,,,,80.9,97.5,
332,11/09/2023 09:40,,,,18.5,,,,,
333,11/09/2023 09:40,,,,,18.75,,81,97.6,
334,11/09/2023 09:40,,,,,,24.812,,,
335,11/09/2023 09:40,17.812,,,,,,81.1,97.5,
336,11/09/2023 09:41,,20.375,,,,,,,
337,11/09/2023 09:41,,,19.312,,,,81,97.5,
338,11/09/2023 09:41,,,,18.5,,,,,
339,11/09/2023 09:41,,,,,18.75,,81,97.6,
340,11/09/2023 09:41,17.812,,,,,24.75,,,
341,11/09/2023 09:41,,20.375,,,,,80.9,97.4,
342,11/09/2023 09:41,,,19.25,,,,,,
343,11/09/2023 09:41,,,,18.5,,,81,97.5,
344,11/09/2023 09:41,,,,,18.75,,,,
345,11/09/2023 09:41,,,,,,24.812,80.9,97.4,
346,11/09/2023 09:41,17.812,,,,,,,,
347,11/09/2023 09:41,,20.437,,,,,80.9,97.5,
348,11/09/2023 09:41,,,19.25,,,,,,
349,11/09/2023 09:41,,,,18.5,18.812,,80.8,97.4,
350,11/09/2023 09:41,,,,,,24.812,,,
351,11/09/2023 09:41,17.812,,,,,,80.9,97.6,
352,11/09/2023 09:41,,20.437,,,,,,,
353,11/09/2023 09:41,,,19.25,,,,80.8,97.6,
354,11/09/2023 09:41,,,,18.5,,,,,
355,11/09/2023 09:41,,,,,18.812,,80.8,97.6,
356,11/09/2023 09:41,17.812,,,,,24.812,,,
357,11/09/2023 09:41,,20.437,,,,,,,
358,11/09/2023 09:41,,,19.25,,,,,,
359,11/09/2023 09:41,,,,18.5,,,,,
360,11/09/2023 09:41,,,,,18.812,,,,
361,11/09/2023 09:41,,,,,,24.812,80.8,97.5,
362,11/09/2023 09:41,17.812,,,,,,,,
363,11/09/2023 09:41,,20.375,,,,,80.8,97.4,
364,11/09/2023 09:41,,,19.25,,,,,,
365,11/09/2023 09:41,,,,18.5,18.812,,80.9,97.5,
366,11/09/2023 09:41,,,,,,24.812,,,
367,11/09/2023 09:41,17.812,,,,,,80.8,97.3,
368,11/09/2023 09:41,,20.375,,,,,,,
369,11/09/2023 09:41,,,19.25,,,,80.8,97.6,
370,11/09/2023 09:41,,,,18.5,,,,,
371,11/09/2023 09:41,,,,,18.812,,80.8,97.5,
372,11/09/2023 09:41,,,,,,24.812,,,
373,11/09/2023 09:41,17.812,,,,,,,97.5,
374,11/09/2023 09:41,,20.375,,,,,80.8,,
375,11/09/2023 09:41,,,19.187,,,,80.9,97.6,
376,11/09/2023 09:41,,,,18.5,18.812,,,,
377,11/09/2023 09:41,,,,,,24.812,,97.6,
378,11/09/2023 09:41,17.812,,,,,,80.8,,
379,11/09/2023 09:41,,20.375,,,,,80.8,97.4,
380,11/09/2023 09:41,,,19.187,,,,,,
381,11/09/2023 09:41,,,,18.5,,,,97.4,
382,11/09/2023 09:41,,,,,18.812,,80.8,,
