,datetime,temp1,temp2,temp3,temp4,temp5,temp6,rh_1,rh_2,moist
554,00:09:15,,2.25,,,,,80.2,,
555,00:09:16,,,3.187,,,,,,
556,00:09:17,,,,5,,,80.2,,
557,00:09:18,,,,,8.187,,,,
558,00:09:19,3.687,,,,,8.375,80.2,,
559,00:09:20,,2.25,,,,,,,
560,00:09:21,,,3.187,,,,80.3,,
561,00:09:22,,,,5,,,,,
562,00:09:23,,,,,8.187,,80.3,,
563,00:09:24,,,,,,8.375,,,
564,00:09:25,3.687,,,,,,80.3,,
565,00:09:26,,2.25,3.125,,,,,,
566,00:09:27,,,,5,,,80.2,,
567,00:09:28,,,,,8.187,,,,
568,00:09:29,,,,,,8.375,80.2,,
569,00:09:30,3.687,,,,,,,,
570,00:09:31,,2.25,,,,,80.3,,
571,00:09:32,,,3.125,,,,,,
572,00:09:33,,,,5,,,80.2,,
573,00:09:34,,,,,8.187,,,,
574,00:09:35,3.687,,,,,8.375,80.2,,
575,00:09:36,,2.312,,,,,,,
576,00:09:37,,,3.125,,,,80.3,,
577,00:09:38,,,,5,,,,,
578,00:09:39,,,,,8.187,,,,
579,00:09:40,,,,,,8.375,,,
580,00:09:41,3.687,,,,,,,,
581,00:09:42,,2.25,,,,,,,
582,00:09:43,,,3.125,5,,,,,
583,00:09:44,,,,,8.187,,80.4,,
584,00:09:45,,,,,,,80.4,,
585,00:09:46,3.687,,,,,8.375,,,
586,00:09:47,,2.25,,,,,80.3,,
587,00:09:48,,,3.125,,,,,,
588,00:09:49,,,,5,,,80.4,,
589,00:09:50,,,,,8.187,,,,
590,00:09:51,,,,,,8.375,80.3,,
591,00:09:52,3.687,,,,,,,,
592,00:09:53,,2.25,3.125,,,,80.3,,
593,00:09:54,,,,5,,,,,
594,00:09:55,,,,,8.187,,80.3,,
595,00:09:56,,,,,,8.375,,,
596,00:09:57,3.687,,,,,,80.4,,
597,00:09:58,,2.25,,,,,,,
598,00:09:59,,,3.187,,,,80.3,,
599,00:10:00,,,,5,,,,,
600,00:10:01,,,,,8.187,,80.3,,
601,00:10:02,3.687,,,,,8.437,,,
602,00:10:03,,2.312,,,,,80.4,,
603,00:10:04,,,3.187,,,,,,
604,00:10:05,,,,5,,,80.3,,
605,00:10:06,,,,,8.187,,,,
606,00:10:07,,,,,,8.375,80.3,,
607,00:10:08,3.687,,,,,,,,
608,00:10:09,,2.312,,,,,,,
609,00:10:10,,,3.187,5,,,,,
610,00:10:11,,,,,8.187,,,,
611,00:10:12,,,,,,8.437,,,
612,00:10:13,3.687,,,,,,,,
613,00:10:14,,2.25,,,,,80.3,,
614,00:10:15,,,3.187,,,,80.4,,
615,00:10:16,,,,5,,,,,
616,00:10:17,,,,,8.187,,80.3,,
617,00:10:18,,,,,,8.375,,,
618,00:10:19,3.687,,,,,,80.4,,
619,00:10:20,,2.312,3.187,,,,,,
620,00:10:21,,,,5,,,80.2,,
621,00:10:22,,,,,8.187,,,,
622,00:10:23,,,,,,8.375,80.2,,
623,00:10:24,3.75,,,,,,,,
624,00:10:25,,2.25,,,,,80.4,,
625,00:10:26,,,3.25,,,,,,
626,00:10:27,,,,5,,,80.3,,
627,00:10:28,,,,,8.187,8.375,,,
628,00:10:29,3.75,,,,,,80.4,,
629,00:10:30,,2.187,,,,,,,
630,00:10:31,,,3.25,,,,80.4,,
631,00:10:32,,,,5,,,,,
632,00:10:33,,,,,8.187,,80.4,,
633,00:10:34,,,,,,8.375,,,
634,00:10:35,3.75,,,,,,80.3,,
635,00:10:36,,2.25,3.25,,,,,,
636,00:10:37,,,,5,,,80.2,,
637,00:10:38,,,,,8.187,,,,
638,00:10:39,,,,,,8.375,,,
639,00:10:40,3.75,,,,,,,,
640,00:10:41,,2.25,,,,,,,
641,00:10:42,,,3.25,,,,,,
642,00:10:43,,,,5,,,,,
643,00:10:44,,,,,8.187,8.375,80.3,,
644,00:10:45,3.75,,,,,,80.4,,
645,00:10:46,,2.25,,,,,,,
