,rh,temps,datetime
51794,96.3,30.6,2023-09-12 19:09:25
51795,96.3,30.5,2023-09-12 19:09:26
51796,96.2,30.6,2023-09-12 19:09:28
51797,96.4,30.6,2023-09-12 19:09:30
51798,96.2,30.6,2023-09-12 19:09:32
51799,96.3,30.6,2023-09-12 19:09:34
51800,96.3,30.5,2023-09-12 19:09:36
51801,96.2,30.6,2023-09-12 19:09:38
51802,96.3,30.5,2023-09-12 19:09:40
51803,96.2,30.6,2023-09-12 19:09:42
51804,96.2,30.7,2023-09-12 19:09:44
51805,96.2,30.6,2023-09-12 19:09:46
51806,96.3,30.6,2023-09-12 19:09:48
51807,96.3,30.6,2023-09-12 19:09:55
51808,96.2,30.6,2023-09-12 19:09:56
51809,96.3,30.6,2023-09-12 19:09:58
51810,96.3,30.6,2023-09-12 19:10:00
51811,96.2,30.6,2023-09-12 19:10:02
51812,96.2,30.6,2023-09-12 19:10:04
51813,96.2,30.6,2023-09-12 19:10:06
51814,96.2,30.7,2023-09-12 19:10:08
51815,96.1,30.6,2023-09-12 19:10:10
51816,96.2,30.6,2023-09-12 19:10:12
51817,96.1,30.6,2023-09-12 19:10:14
51818,96.2,30.6,2023-09-12 19:10:16
51819,96.2,30.6,2023-09-12 19:10:18
51820,96.0,30.6,2023-09-12 19:10:25
51821,96.2,30.6,2023-09-12 19:10:26
51822,96.2,30.6,2023-09-12 19:10:28
51823,96.1,30.6,2023-09-12 19:10:30
51824,96.2,30.6,2023-09-12 19:10:32
51825,96.1,30.6,2023-09-12 19:10:34
51826,96.1,30.7,2023-09-12 19:10:36
51827,96.2,30.6,2023-09-12 19:10:38
51828,96.1,30.6,2023-09-12 19:10:40
51829,96.2,30.6,2023-09-12 19:10:42
51830,96.3,30.6,2023-09-12 19:10:44
51831,96.2,30.6,2023-09-12 19:10:46
51832,96.2,30.6,2023-09-12 19:10:48
51833,96.1,30.6,2023-09-12 19:10:55
51834,96.1,30.6,2023-09-12 19:10:56
51835,96.2,30.6,2023-09-12 19:10:58
51836,96.1,30.6,2023-09-12 19:11:00
51837,96.2,30.6,2023-09-12 19:11:02
51838,96.2,30.6,2023-09-12 19:11:04
51839,96.1,30.7,2023-09-12 19:11:06
51840,96.1,30.6,2023-09-12 19:11:08
51841,96.3,30.6,2023-09-12 19:11:10
51842,96.2,30.6,2023-09-12 19:11:12
51843,96.2,30.6,2023-09-12 19:11:14
51844,96.1,30.6,2023-09-12 19:11:17
51845,96.1,30.6,2023-09-12 19:11:19
51846,96.1,30.6,2023-09-12 19:11:25
51847,96.1,30.7,2023-09-12 19:11:27
51848,96.0,30.6,2023-09-12 19:11:29
51849,96.0,30.6,2023-09-12 19:11:31
51850,96.0,30.6,2023-09-12 19:11:33
51851,96.2,30.6,2023-09-12 19:11:35
51852,96.2,30.6,2023-09-12 19:11:37
51853,96.2,30.6,2023-09-12 19:11:39
51854,96.2,30.6,2023-09-12 19:11:41
51855,96.1,30.6,2023-09-12 19:11:43
51856,96.1,30.6,2023-09-12 19:11:45
51857,96.1,30.6,2023-09-12 19:11:47
51858,96.2,30.6,2023-09-12 19:11:49
51859,96.2,30.5,2023-09-12 19:11:55
51860,96.2,30.6,2023-09-12 19:11:57
51861,96.2,30.6,2023-09-12 19:11:59
51862,96.1,30.6,2023-09-12 19:12:01
51863,96.3,30.5,2023-09-12 19:12:03
51864,96.2,30.7,2023-09-12 19:12:06
51865,96.2,30.5,2023-09-12 19:12:07
51866,96.1,30.6,2023-09-12 19:12:09
51867,96.2,30.6,2023-09-12 19:12:12
51868,96.1,30.6,2023-09-12 19:12:13
51869,96.1,30.6,2023-09-12 19:12:16
51870,96.1,30.6,2023-09-12 19:12:17
51871,96.0,30.6,2023-09-12 19:12:25
51872,96.1,30.6,2023-09-12 19:12:27
51873,96.0,30.7,2023-09-12 19:12:29
51874,96.1,30.7,2023-09-12 19:12:32
51875,96.1,30.6,2023-09-12 19:12:33
51876,96.0,30.6,2023-09-12 19:12:36
51877,96.0,30.6,2023-09-12 19:12:37
51878,96.0,30.7,2023-09-12 19:12:40
51879,96.1,30.7,2023-09-12 19:12:41
51880,96.2,30.6,2023-09-12 19:12:44
51881,96.0,30.6,2023-09-12 19:12:45
51882,96.0,30.6,2023-09-12 19:12:48
51883,96.0,30.7,2023-09-12 19:12:49
51884,95.9,30.6,2023-09-12 19:12:56
51885,96.0,30.6,2023-09-12 19:12:57
51886,96.0,30.6,2023-09-12 19:13:00
51887,95.9,30.6,2023-09-12 19:13:01
51888,95.9,30.7,2023-09-12 19:13:04
51889,95.9,30.7,2023-09-12 19:13:05
51890,95.9,30.6,2023-09-12 19:13:08
51891,95.9,30.6,2023-09-12 19:13:09
51892,95.9,30.7,2023-09-12 19:13:12
51893,95.8,30.7,2023-09-12 19:13:13
51894,95.8,30.7,2023-09-12 19:13:16
51895,95.9,30.7,2023-09-12 19:13:17
51896,95.8,30.7,2023-09-12 19:13:26
51897,95.9,30.7,2023-09-12 19:13:28
51898,95.8,30.6,2023-09-12 19:13:29
51899,95.9,30.6,2023-09-12 19:13:32
51900,95.8,30.7,2023-09-12 19:13:33
51901,95.7,30.7,2023-09-12 19:13:36
51902,95.8,30.6,2023-09-12 19:13:37
51903,95.9,30.6,2023-09-12 19:13:40
51904,95.8,30.6,2023-09-12 19:13:41
51905,95.9,30.7,2023-09-12 19:13:44
51906,95.7,30.6,2023-09-12 19:13:45
51907,95.7,30.6,2023-09-12 19:13:48
51908,95.7,30.6,2023-09-12 19:13:49
51909,95.6,30.6,2023-09-12 19:13:56
51910,95.8,30.7,2023-09-12 19:13:58
51911,95.7,30.7,2023-09-12 19:14:00
51912,95.9,30.7,2023-09-12 19:14:02
51913,95.7,30.7,2023-09-12 19:14:03
51914,95.7,30.7,2023-09-12 19:14:06
51915,95.7,30.7,2023-09-12 19:14:08
51916,95.7,30.6,2023-09-12 19:14:10
51917,95.7,30.7,2023-09-12 19:14:12
51918,95.5,30.7,2023-09-12 19:14:14
51919,95.7,30.7,2023-09-12 19:14:16
51920,95.6,30.7,2023-09-12 19:14:18
51921,95.5,30.7,2023-09-12 19:14:20
51922,95.6,30.8,2023-09-12 19:14:26
51923,95.5,30.7,2023-09-12 19:14:28
51924,95.5,30.7,2023-09-12 19:14:30
51925,95.5,30.7,2023-09-12 19:14:32
51926,95.5,30.7,2023-09-12 19:14:34
51927,95.4,30.7,2023-09-12 19:14:36
51928,95.5,30.8,2023-09-12 19:14:38
51929,95.5,30.7,2023-09-12 19:14:40
51930,95.3,30.7,2023-09-12 19:14:42
51931,95.5,30.9,2023-09-12 19:14:44
51932,95.3,30.9,2023-09-12 19:14:46
51933,95.3,30.9,2023-09-12 19:14:48
51934,95.2,30.8,2023-09-12 19:14:50
51935,95.4,31.0,2023-09-12 19:14:56
51936,95.3,30.9,2023-09-12 19:14:58
51937,95.3,30.8,2023-09-12 19:15:00
51938,95.2,30.9,2023-09-12 19:15:02
51939,95.2,31.0,2023-09-12 19:15:04
51940,95.2,31.0,2023-09-12 19:15:07
51941,95.1,30.9,2023-09-12 19:15:08
51942,95.2,30.9,2023-09-12 19:15:11
51943,95.2,30.9,2023-09-12 19:15:12
51944,95.1,30.9,2023-09-12 19:15:15
51945,94.9,31.0,2023-09-12 19:15:16
51946,95.0,31.0,2023-09-12 19:15:19
51947,95.0,31.1,2023-09-12 19:15:20
51948,94.9,31.0,2023-09-12 19:15:26
51949,94.9,31.0,2023-09-12 19:15:29
51950,94.9,31.0,2023-09-12 19:15:30
51951,94.9,31.1,2023-09-12 19:15:33
51952,94.8,31.1,2023-09-12 19:15:34
51953,94.8,31.0,2023-09-12 19:15:37
51954,94.9,31.2,2023-09-12 19:15:38
51955,94.9,31.1,2023-09-12 19:15:41
51956,94.9,31.0,2023-09-12 19:15:42
51957,94.9,31.0,2023-09-12 19:15:45
51958,94.8,31.1,2023-09-12 19:15:46
51959,94.7,31.1,2023-09-12 19:15:49
51960,94.7,31.1,2023-09-12 19:15:50
51961,94.7,31.2,2023-09-12 19:15:56
51962,94.6,31.1,2023-09-12 19:15:59
51963,94.7,31.2,2023-09-12 19:16:00
51964,94.7,31.2,2023-09-12 19:16:03
51965,94.7,31.2,2023-09-12 19:16:04
51966,94.6,31.1,2023-09-12 19:16:07
51967,94.5,31.1,2023-09-12 19:16:08
51968,94.5,31.2,2023-09-12 19:16:11
51969,94.5,31.2,2023-09-12 19:16:12
51970,94.5,31.2,2023-09-12 19:16:15
51971,94.5,31.2,2023-09-12 19:16:16
51972,94.3,31.2,2023-09-12 19:16:19
51973,94.5,31.3,2023-09-12 19:16:20
51974,94.4,31.2,2023-09-12 19:16:26
51975,94.4,31.2,2023-09-12 19:16:29
51976,94.3,31.3,2023-09-12 19:16:30
51977,94.2,31.3,2023-09-12 19:16:33
51978,94.2,31.3,2023-09-12 19:16:34
51979,94.2,31.3,2023-09-12 19:16:37
51980,94.2,31.3,2023-09-12 19:16:38
51981,94.2,31.3,2023-09-12 19:16:41
51982,94.3,31.3,2023-09-12 19:16:42
51983,94.0,31.3,2023-09-12 19:16:45
51984,94.2,31.4,2023-09-12 19:16:46
51985,94.0,31.3,2023-09-12 19:16:49
51986,94.0,31.4,2023-09-12 19:16:50
51987,94.0,31.3,2023-09-12 19:16:57
51988,94.0,31.3,2023-09-12 19:16:59
51989,94.0,31.4,2023-09-12 19:17:00
51990,94.0,31.4,2023-09-12 19:17:03
51991,93.9,31.4,2023-09-12 19:17:04
51992,94.0,31.3,2023-09-12 19:17:07
51993,93.9,31.4,2023-09-12 19:17:08
51994,94.0,31.4,2023-09-12 19:17:11
51995,93.9,31.4,2023-09-12 19:17:12
51996,93.8,31.4,2023-09-12 19:17:15
51997,93.9,31.5,2023-09-12 19:17:16
51998,93.7,31.4,2023-09-12 19:17:19
51999,93.7,31.4,2023-09-12 19:17:20
52000,93.8,31.3,2023-09-12 19:17:27
52001,93.8,31.4,2023-09-12 19:17:29
52002,93.8,31.5,2023-09-12 19:17:30
52003,93.9,31.5,2023-09-12 19:17:33
52004,93.7,31.4,2023-09-12 19:17:34
52005,93.6,31.4,2023-09-12 19:17:37
52006,93.6,31.4,2023-09-12 19:17:38
52007,93.7,31.4,2023-09-12 19:17:41
52008,93.6,31.5,2023-09-12 19:17:43
52009,93.5,31.5,2023-09-12 19:17:45
52010,93.6,31.5,2023-09-12 19:17:46
52011,93.5,31.5,2023-09-12 19:17:49
52012,93.5,31.4,2023-09-12 19:17:51
52013,93.7,31.5,2023-09-12 19:17:57
52014,93.5,31.4,2023-09-12 19:17:59
52015,93.5,31.5,2023-09-12 19:18:01
52016,93.4,31.4,2023-09-12 19:18:03
52017,93.4,31.5,2023-09-12 19:18:05
52018,93.4,31.5,2023-09-12 19:18:07
52019,93.4,31.5,2023-09-12 19:18:09
52020,93.4,31.5,2023-09-12 19:18:11
52021,93.3,31.5,2023-09-12 19:18:13
52022,93.4,31.5,2023-09-12 19:18:15
52023,93.2,31.5,2023-09-12 19:18:17
52024,93.3,31.6,2023-09-12 19:18:19
52025,93.3,31.5,2023-09-12 19:18:21
52026,93.2,31.6,2023-09-12 19:18:27
52027,93.4,31.6,2023-09-12 19:18:29
52028,93.2,31.6,2023-09-12 19:18:31
52029,93.3,31.6,2023-09-12 19:18:33
52030,93.1,31.6,2023-09-12 19:18:35
52031,93.2,31.6,2023-09-12 19:18:37
52032,93.1,31.6,2023-09-12 19:18:39
52033,93.1,31.6,2023-09-12 19:18:42
52034,93.1,31.5,2023-09-12 19:18:43
52035,93.1,31.6,2023-09-12 19:18:45
52036,93.1,31.6,2023-09-12 19:18:47
52037,93.1,31.6,2023-09-12 19:18:49
52038,92.9,31.6,2023-09-12 19:18:51
52039,93.0,31.6,2023-09-12 19:18:57
52040,92.9,31.7,2023-09-12 19:19:00
52041,93.0,31.7,2023-09-12 19:19:01
52042,92.9,31.6,2023-09-12 19:19:04
52043,92.9,31.7,2023-09-12 19:19:05
52044,92.9,31.6,2023-09-12 19:19:08
52045,92.8,31.7,2023-09-12 19:19:09
52046,92.8,31.7,2023-09-12 19:19:12
52047,92.9,31.7,2023-09-12 19:19:13
52048,92.8,31.7,2023-09-12 19:19:16
52049,92.7,31.7,2023-09-12 19:19:17
52050,92.8,31.7,2023-09-12 19:19:20
52051,92.8,31.7,2023-09-12 19:19:21
52052,92.7,31.6,2023-09-12 19:19:27
52053,92.8,31.7,2023-09-12 19:19:30
52054,92.8,31.7,2023-09-12 19:19:31
52055,92.7,31.7,2023-09-12 19:19:34
52056,92.8,31.8,2023-09-12 19:19:35
52057,92.7,31.7,2023-09-12 19:19:38
52058,92.6,31.7,2023-09-12 19:19:39
52059,92.8,31.7,2023-09-12 19:19:42
52060,92.8,31.7,2023-09-12 19:19:43
52061,92.6,31.7,2023-09-12 19:19:46
52062,92.5,31.8,2023-09-12 19:19:47
52063,91.7,31.8,2023-09-12 19:19:50
52064,91.7,31.8,2023-09-12 19:19:51
52065,92.5,31.8,2023-09-12 19:19:57
52066,92.5,31.8,2023-09-12 19:20:00
52067,92.5,31.8,2023-09-12 19:20:01
52068,92.5,31.8,2023-09-12 19:20:04
52069,92.6,31.8,2023-09-12 19:20:05
52070,92.5,31.7,2023-09-12 19:20:08
52071,92.5,31.8,2023-09-12 19:20:09
52072,91.6,31.8,2023-09-12 19:20:12
52073,92.4,31.8,2023-09-12 19:20:13
52074,92.4,31.8,2023-09-12 19:20:16
52075,91.6,31.8,2023-09-12 19:20:17
52076,92.4,31.8,2023-09-12 19:20:20
52077,91.5,31.9,2023-09-12 19:20:21
52078,92.3,31.8,2023-09-12 19:20:27
52079,92.3,31.8,2023-09-12 19:20:30
52080,92.4,31.8,2023-09-12 19:20:31
52081,91.4,31.9,2023-09-12 19:20:34
52082,92.3,31.8,2023-09-12 19:20:35
52083,92.3,31.8,2023-09-12 19:20:38
52084,91.2,31.8,2023-09-12 19:20:39
52085,92.2,31.8,2023-09-12 19:20:42
52086,91.4,31.8,2023-09-12 19:20:43
52087,91.4,31.8,2023-09-12 19:20:46
52088,91.4,31.8,2023-09-12 19:20:47
52089,91.3,31.9,2023-09-12 19:20:50
52090,91.3,31.9,2023-09-12 19:20:51
52091,91.3,31.9,2023-09-12 19:20:58
52092,92.2,31.8,2023-09-12 19:21:00
52093,91.3,31.9,2023-09-12 19:21:01
52094,91.4,31.8,2023-09-12 19:21:04
52095,92.2,31.8,2023-09-12 19:21:05
52096,92.2,31.8,2023-09-12 19:21:08
52097,91.3,31.8,2023-09-12 19:21:09
52098,91.3,31.8,2023-09-12 19:21:12
52099,91.3,31.9,2023-09-12 19:21:14
52100,91.3,31.9,2023-09-12 19:21:16
52101,91.2,31.9,2023-09-12 19:21:18
52102,92.2,31.8,2023-09-12 19:21:20
52103,92.2,31.7,2023-09-12 19:21:22
52104,92.2,31.8,2023-09-12 19:21:28
52105,92.1,31.8,2023-09-12 19:21:30
52106,92.2,31.8,2023-09-12 19:21:32
52107,92.3,31.7,2023-09-12 19:21:34
52108,92.3,31.8,2023-09-12 19:21:36
52109,92.3,31.8,2023-09-12 19:21:38
52110,92.4,31.8,2023-09-12 19:21:40
52111,92.4,31.7,2023-09-12 19:21:42
52112,92.4,31.7,2023-09-12 19:21:44
52113,92.4,31.7,2023-09-12 19:21:46
52114,92.4,31.8,2023-09-12 19:21:48
52115,92.4,31.7,2023-09-12 19:21:50
52116,92.5,31.7,2023-09-12 19:21:52
52117,92.4,31.7,2023-09-12 19:21:58
52118,92.5,31.7,2023-09-12 19:22:00
52119,92.5,31.6,2023-09-12 19:22:02
52120,92.5,31.7,2023-09-12 19:22:04
52121,92.4,31.7,2023-09-12 19:22:06
52122,92.5,31.7,2023-09-12 19:22:08
52123,92.5,31.7,2023-09-12 19:22:10
52124,92.6,31.7,2023-09-12 19:22:12
52125,92.5,31.7,2023-09-12 19:22:14
52126,92.7,31.7,2023-09-12 19:22:16
52127,92.7,31.7,2023-09-12 19:22:18
52128,92.6,31.7,2023-09-12 19:22:20
52129,92.7,31.6,2023-09-12 19:22:22
52130,92.7,31.6,2023-09-12 19:22:28
52131,92.6,31.6,2023-09-12 19:22:30
52132,92.7,31.6,2023-09-12 19:22:32
52133,92.6,31.6,2023-09-12 19:22:35
52134,92.7,31.7,2023-09-12 19:22:36
52135,92.6,31.6,2023-09-12 19:22:38
52136,92.7,31.6,2023-09-12 19:22:40
52137,92.6,31.6,2023-09-12 19:22:42
52138,92.6,31.6,2023-09-12 19:22:44
52139,92.6,31.6,2023-09-12 19:22:46
52140,92.7,31.6,2023-09-12 19:22:48
52141,92.7,31.5,2023-09-12 19:22:50
52142,92.8,31.6,2023-09-12 19:22:52
52143,92.7,31.6,2023-09-12 19:22:58
52144,92.8,31.5,2023-09-12 19:23:01
52145,92.7,31.6,2023-09-12 19:23:02
52146,92.7,31.6,2023-09-12 19:23:05
52147,92.7,31.5,2023-09-12 19:23:06
52148,92.7,31.6,2023-09-12 19:23:09
52149,92.7,31.5,2023-09-12 19:23:10
52150,92.7,31.5,2023-09-12 19:23:13
52151,92.7,31.5,2023-09-12 19:23:14
52152,92.7,31.5,2023-09-12 19:23:17
52153,92.9,31.5,2023-09-12 19:23:18
52154,92.8,31.5,2023-09-12 19:23:21
52155,92.7,31.6,2023-09-12 19:23:22
52156,92.8,31.5,2023-09-12 19:23:28
52157,92.9,31.6,2023-09-12 19:23:31
52158,92.8,31.6,2023-09-12 19:23:32
52159,92.8,31.6,2023-09-12 19:23:35
52160,92.8,31.5,2023-09-12 19:23:36
52161,92.8,31.5,2023-09-12 19:23:39
52162,92.9,31.5,2023-09-12 19:23:40
52163,92.9,31.5,2023-09-12 19:23:43
52164,92.9,31.5,2023-09-12 19:23:44
52165,92.8,31.5,2023-09-12 19:23:47
52166,92.8,31.4,2023-09-12 19:23:48
52167,92.8,31.6,2023-09-12 19:23:51
52168,93.0,31.5,2023-09-12 19:23:52
52169,92.9,31.5,2023-09-12 19:23:58
52170,92.9,31.5,2023-09-12 19:24:01
52171,92.8,31.5,2023-09-12 19:24:02
52172,92.9,31.4,2023-09-12 19:24:05
52173,93.0,31.5,2023-09-12 19:24:06
52174,93.0,31.5,2023-09-12 19:24:09
52175,92.9,31.5,2023-09-12 19:24:10
52176,92.9,31.5,2023-09-12 19:24:13
52177,92.9,31.4,2023-09-12 19:24:14
52178,93.0,31.4,2023-09-12 19:24:17
52179,93.0,31.5,2023-09-12 19:24:18
52180,93.1,31.5,2023-09-12 19:24:21
52181,92.9,31.4,2023-09-12 19:24:22
52182,92.9,31.5,2023-09-12 19:24:29
52183,92.9,31.4,2023-09-12 19:24:31
52184,93.0,31.4,2023-09-12 19:24:33
52185,93.0,31.5,2023-09-12 19:24:35
52186,92.9,31.4,2023-09-12 19:24:37
52187,92.9,31.5,2023-09-12 19:24:39
52188,92.9,31.4,2023-09-12 19:24:41
52189,92.9,31.5,2023-09-12 19:24:43
52190,93.0,31.5,2023-09-12 19:24:45
52191,92.9,31.4,2023-09-12 19:24:47
52192,92.9,31.5,2023-09-12 19:24:49
52193,93.0,31.4,2023-09-12 19:24:51
52194,93.0,31.5,2023-09-12 19:24:53
52195,92.8,31.4,2023-09-12 19:24:59
52196,92.9,31.4,2023-09-12 19:25:01
52197,92.9,31.4,2023-09-12 19:25:03
52198,93.0,31.4,2023-09-12 19:25:05
52199,93.1,31.5,2023-09-12 19:25:07
52200,92.8,31.4,2023-09-12 19:25:09
52201,92.8,31.5,2023-09-12 19:25:11
52202,92.9,31.4,2023-09-12 19:25:13
52203,92.9,31.4,2023-09-12 19:25:15
52204,92.8,31.5,2023-09-12 19:25:17
52205,92.8,31.4,2023-09-12 19:25:19
52206,92.8,31.5,2023-09-12 19:25:21
52207,92.9,31.4,2023-09-12 19:25:23
52208,92.8,31.4,2023-09-12 19:25:29
52209,92.9,31.5,2023-09-12 19:25:31
52210,92.8,31.4,2023-09-12 19:25:33
52211,92.7,31.4,2023-09-12 19:25:35
52212,92.7,31.4,2023-09-12 19:25:37
52213,92.9,31.4,2023-09-12 19:25:39
52214,92.9,31.5,2023-09-12 19:25:41
52215,92.7,31.4,2023-09-12 19:25:43
52216,92.8,31.4,2023-09-12 19:25:45
52217,92.7,31.4,2023-09-12 19:25:47
52218,92.7,31.5,2023-09-12 19:25:49
52219,92.8,31.4,2023-09-12 19:25:51
52220,92.7,31.4,2023-09-12 19:25:53
52221,92.8,31.5,2023-09-12 19:25:59
52222,92.7,31.4,2023-09-12 19:26:01
52223,92.7,31.4,2023-09-12 19:26:03
52224,92.7,31.4,2023-09-12 19:26:05
52225,92.8,31.5,2023-09-12 19:26:07
52226,92.9,31.4,2023-09-12 19:26:09
52227,92.7,31.5,2023-09-12 19:26:11
52228,92.8,31.4,2023-09-12 19:26:13
52229,92.9,31.4,2023-09-12 19:26:15
52230,92.7,31.5,2023-09-12 19:26:17
52231,92.7,31.4,2023-09-12 19:26:19
52232,92.6,31.5,2023-09-12 19:26:21
52233,92.8,31.4,2023-09-12 19:26:23
52234,92.6,31.5,2023-09-12 19:26:29
52235,92.6,31.4,2023-09-12 19:26:31
52236,92.6,31.4,2023-09-12 19:26:33
52237,92.7,31.4,2023-09-12 19:26:35
52238,92.6,31.4,2023-09-12 19:26:37
52239,92.7,31.4,2023-09-12 19:26:40
52240,92.6,31.4,2023-09-12 19:26:41
52241,92.7,31.5,2023-09-12 19:26:44
52242,92.6,31.5,2023-09-12 19:26:45
52243,92.6,31.4,2023-09-12 19:26:47
52244,92.6,31.4,2023-09-12 19:26:49
52245,92.7,31.4,2023-09-12 19:26:52
52246,92.6,31.4,2023-09-12 19:26:53
52247,92.6,31.4,2023-09-12 19:26:59
52248,92.5,31.5,2023-09-12 19:27:02
52249,92.5,31.4,2023-09-12 19:27:03
52250,92.6,31.4,2023-09-12 19:27:06
52251,92.6,31.4,2023-09-12 19:27:07
52252,92.7,31.4,2023-09-12 19:27:10
52253,92.5,31.5,2023-09-12 19:27:11
52254,92.6,31.5,2023-09-12 19:27:14
52255,92.5,31.5,2023-09-12 19:27:15
52256,92.6,31.4,2023-09-12 19:27:18
52257,92.6,31.4,2023-09-12 19:27:19
52258,92.6,31.4,2023-09-12 19:27:22
52259,92.5,31.4,2023-09-12 19:27:23
52260,92.5,31.5,2023-09-12 19:27:30
52261,92.6,31.3,2023-09-12 19:27:32
52262,92.5,31.4,2023-09-12 19:27:33
52263,92.6,31.4,2023-09-12 19:27:36
52264,92.7,31.4,2023-09-12 19:27:37
52265,92.6,31.4,2023-09-12 19:27:40
52266,92.6,31.5,2023-09-12 19:27:41
52267,92.6,31.4,2023-09-12 19:27:44
52268,92.6,31.4,2023-09-12 19:27:45
52269,92.6,31.4,2023-09-12 19:27:48
52270,92.5,31.5,2023-09-12 19:27:50
52271,92.5,31.4,2023-09-12 19:27:52
52272,92.5,31.4,2023-09-12 19:27:54
52273,92.5,31.4,2023-09-12 19:28:00
52274,92.5,31.4,2023-09-12 19:28:02
52275,92.5,31.4,2023-09-12 19:28:04
52276,92.4,31.4,2023-09-12 19:28:06
52277,92.5,31.4,2023-09-12 19:28:08
52278,92.6,31.4,2023-09-12 19:28:10
52279,92.5,31.5,2023-09-12 19:28:12
52280,92.5,31.4,2023-09-12 19:28:14
52281,92.6,31.5,2023-09-12 19:28:16
52282,92.5,31.4,2023-09-12 19:28:18
52283,92.5,31.5,2023-09-12 19:28:20
52284,92.5,31.4,2023-09-12 19:28:22
52285,92.4,31.4,2023-09-12 19:28:24
52286,92.5,31.5,2023-09-12 19:28:30
52287,92.3,31.5,2023-09-12 19:28:32
52288,92.5,31.5,2023-09-12 19:28:34
52289,92.4,31.4,2023-09-12 19:28:36
52290,92.5,31.4,2023-09-12 19:28:38
52291,92.5,31.4,2023-09-12 19:28:40
52292,92.5,31.4,2023-09-12 19:28:42
52293,92.5,31.5,2023-09-12 19:28:44
52294,92.4,31.5,2023-09-12 19:28:46
52295,92.3,31.5,2023-09-12 19:28:48
52296,92.3,31.5,2023-09-12 19:28:50
52297,92.2,31.5,2023-09-12 19:28:52
52298,92.4,31.5,2023-09-12 19:28:54
52299,92.4,31.5,2023-09-12 19:29:00
52300,92.3,31.4,2023-09-12 19:29:02
52301,92.5,31.5,2023-09-12 19:29:04
52302,92.4,31.5,2023-09-12 19:29:06
52303,92.4,31.5,2023-09-12 19:29:08
52304,92.4,31.4,2023-09-12 19:29:10
52305,92.4,31.5,2023-09-12 19:29:12
52306,92.4,31.5,2023-09-12 19:29:14
52307,92.4,31.5,2023-09-12 19:29:16
52308,92.3,31.4,2023-09-12 19:29:18
52309,92.2,31.5,2023-09-12 19:29:20
52310,92.3,31.4,2023-09-12 19:29:22
52311,92.2,31.4,2023-09-12 19:29:24
52312,92.4,31.5,2023-09-12 19:29:30
52313,92.3,31.5,2023-09-12 19:29:32
52314,92.3,31.4,2023-09-12 19:29:34
52315,92.4,31.5,2023-09-12 19:29:36
52316,92.3,31.4,2023-09-12 19:29:38
52317,92.2,31.4,2023-09-12 19:29:40
52318,92.3,31.4,2023-09-12 19:29:42
52319,92.3,31.5,2023-09-12 19:29:44
52320,92.2,31.4,2023-09-12 19:29:46
52321,92.2,31.5,2023-09-12 19:29:48
52322,92.2,31.4,2023-09-12 19:29:50
52323,92.1,31.4,2023-09-12 19:29:52
52324,92.1,31.5,2023-09-12 19:29:54
52325,92.3,31.4,2023-09-12 19:30:00
52326,92.2,31.4,2023-09-12 19:30:02
52327,92.2,31.4,2023-09-12 19:30:04
52328,92.3,31.4,2023-09-12 19:30:06
52329,92.2,31.4,2023-09-12 19:30:08
52330,92.1,31.4,2023-09-12 19:30:10
52331,92.2,31.4,2023-09-12 19:30:12
52332,92.3,31.4,2023-09-12 19:30:14
52333,92.2,31.5,2023-09-12 19:30:16
52334,92.2,31.4,2023-09-12 19:30:18
52335,92.2,31.5,2023-09-12 19:30:20
52336,92.2,31.5,2023-09-12 19:30:23
52337,92.2,31.5,2023-09-12 19:30:24
52338,92.0,31.4,2023-09-12 19:30:30
52339,92.1,31.5,2023-09-12 19:30:32
52340,92.1,31.4,2023-09-12 19:30:34
52341,92.1,31.4,2023-09-12 19:30:36
52342,92.1,31.4,2023-09-12 19:30:38
52343,92.1,31.5,2023-09-12 19:30:40
52344,92.1,31.5,2023-09-12 19:30:42
52345,92.0,31.5,2023-09-12 19:30:45
52346,92.1,31.4,2023-09-12 19:30:46
52347,92.1,31.5,2023-09-12 19:30:49
52348,92.2,31.5,2023-09-12 19:30:50
52349,92.0,31.5,2023-09-12 19:30:53
52350,92.1,31.5,2023-09-12 19:30:54
52351,92.1,31.5,2023-09-12 19:31:01
52352,92.1,31.5,2023-09-12 19:31:03
52353,92.0,31.5,2023-09-12 19:31:04
52354,92.0,31.5,2023-09-12 19:31:07
52355,92.0,31.4,2023-09-12 19:31:09
52356,92.0,31.5,2023-09-12 19:31:11
52357,92.1,31.5,2023-09-12 19:31:13
52358,91.9,31.5,2023-09-12 19:31:15
52359,92.1,31.5,2023-09-12 19:31:17
52360,92.0,31.5,2023-09-12 19:31:19
52361,92.0,31.5,2023-09-12 19:31:21
52362,92.1,31.5,2023-09-12 19:31:23
52363,92.0,31.4,2023-09-12 19:31:25
52364,91.9,31.5,2023-09-12 19:31:31
52365,91.9,31.5,2023-09-12 19:31:33
52366,91.8,31.4,2023-09-12 19:31:35
52367,91.9,31.5,2023-09-12 19:31:37
52368,92.0,31.5,2023-09-12 19:31:39
52369,91.9,31.5,2023-09-12 19:31:41
52370,91.8,31.4,2023-09-12 19:31:43
52371,91.8,31.5,2023-09-12 19:31:45
52372,91.8,31.5,2023-09-12 19:31:47
52373,92.0,31.4,2023-09-12 19:31:49
52374,92.0,31.5,2023-09-12 19:31:51
52375,92.0,31.4,2023-09-12 19:31:53
